#OTU_ID	KEGG_Description	KEGG_Pathways
K18286	aminodeoxyfutalosine deaminase [EC:3.5.4.40] (mqnX)	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis
K18287	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase [EC:4.1.2.56] (griI)	None
K18288	itaconate CoA-transferase [EC:2.8.3.-] (ict-Y)	Metabolism;Carbohydrate metabolism;C5-Branched dibasic acid metabolism
K18289	itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22] (ict-P)	Metabolism;Carbohydrate metabolism;C5-Branched dibasic acid metabolism
K18290	itaconyl-CoA hydratase [EC:4.2.1.56] (ich-Y)	Metabolism;Carbohydrate metabolism;C5-Branched dibasic acid metabolism
K18291	itaconyl-CoA hydratase / mesaconyl-C4 CoA hydratase [EC:4.2.1.56 4.2.1.-] (ich-P)	Metabolism;Carbohydrate metabolism;C5-Branched dibasic acid metabolism
K18292	(S)-citramalyl-CoA lyase [EC:4.1.3.25] (E4.1.3.25)	Metabolism;Carbohydrate metabolism;C5-Branched dibasic acid metabolism
K18293	p-cymene monooxygenase electron transfer component [EC:1.18.1.3] (cymAb)	Metabolism;Xenobiotics biodegradation and metabolism;Xylene degradation
K18294	TetR/AcrR family transcriptional regulator, mexCD-oprJ operon repressor (nfxB)	None
K18295	membrane fusion protein, multidrug efflux system (mexC)	None
K18296	multidrug efflux pump (mexD)	None
K18297	LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator (mexT)	None
K18298	membrane fusion protein, multidrug efflux system (mexE)	None
K18299	multidrug efflux pump (mexF)	None
K18300	outer membrane protein, multidrug efflux system (oprN)	None
K18301	TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor (mexL)	None
K18302	membrane fusion protein, multidrug efflux system (mexJ)	None
K18303	multidrug efflux pump (mexK)	None
K18304	LuxR family transcriptional regulator, quorum-sensing system regulator LasR (lasR)	None
K18305	transmembrane protein (mexG)	None
K18306	membrane fusion protein, multidrug efflux system (mexH)	None
K18307	multidrug efflux pump (mexI)	None
K18308	outer membrane protein, multidrug efflux system (opmD)	None
K18309	aspartate N-acetyltransferase [EC:2.3.1.17] (NAT8L)	Metabolism;Amino acid metabolism;Alanine, aspartate and glutamate metabolism
K18310	beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.1.17 6.3.2.41] (RIMKLB, NAAGS-I)	Metabolism;Amino acid metabolism;Alanine, aspartate and glutamate metabolism
K18311	N-acetylaspartylglutamate/N-acetylaspartylglutamylglutamate synthase [EC:6.3.2.41 6.3.2.42] (RIMKLA, NAAGS-II)	Metabolism;Amino acid metabolism;Alanine, aspartate and glutamate metabolism
K18312	styrene-oxide isomerase [EC:5.3.99.7] (styC)	Metabolism;Xenobiotics biodegradation and metabolism;Styrene degradation
K18313	succinyl-CoA---D-citramalate CoA-transferase [EC:2.8.3.20] (sct)	None
K18314	(R)-citramalyl-CoA lyase [EC:4.1.3.46] (E4.1.3.46, ccl)	None
K18315	(5R)-carbapenem-3-carboxylate synthase [EC:1.14.20.3] (cpmC, carC)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18316	carbapenam-3-carboxylate synthase [EC:6.3.3.6] (cpmA, carA)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18317	carboxymethylproline synthase [EC:2.3.1.226] (cpmB, carB)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18318	carbapenem biosynthesis protein, putative proline dehydrogenase [EC:1.5.-.-] (cpmD, carD)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18319	carbapenem biosynthesis protein CpmE (cpmE, carE)	Metabolism;Biosynthesis of other secondary metabolites;Carbapenem biosynthesis
K18320	transposase, IS6 family (IS15, IS26)	None
K18321	membrane fusion protein, multidrug efflux system (smeA)	Environmental information processing;Signal transduction;Two-component system
K18322	multidrug efflux pump (smeB)	Environmental information processing;Signal transduction;Two-component system
K18323	outer membrane protein, multidrug efflux system (smeC)	Environmental information processing;Signal transduction;Two-component system
K18324	multidrug efflux pump (acrD)	Environmental information processing;Signal transduction;Two-component system
K18325	AraC family of transcriptional regulator, multidrug resistance transcriptional activator (ramA)	None
K18326	MFS transporter, DHA2 family, multidrug resistance protein (mdtD)	Environmental information processing;Signal transduction;Two-component system
K18327	RNA exonuclease 4 [EC:3.1.-.-] (REXO4, REX4)	None
K18328	lariat debranching enzyme [EC:3.1.-.-] (DBR1)	None
K18329	interferon-stimulated 20 kDa exonuclease-like 2 [EC:3.1.-.-] (ISG20L2)	None
K18330	NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3] (hndA)	None
K18331	NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3] (hndC)	None
K18332	NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3] (hndD)	None
K18333	L-fucose dehydrogenase (K18333)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K18334	L-fuconate dehydratase [EC:4.2.1.68] (fucD)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K18335	2-keto-3-deoxy-L-fuconate dehydrogenase [EC:1.1.1.-] (K18335)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K18336	2,4-diketo-3-deoxy-L-fuconate hydrolase [EC:3.7.1.-] (K18336)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K18337	L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173] (LRA1)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K18338	L-rhamnono-1,4-lactonase [EC:3.1.1.65] (LRA2)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K18339	2-keto-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53] (LRA4)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K18340	apoptosis-enhancing nuclease [EC:3.1.-.-] (AEN, ISG20L1)	None
K18341	TBC1 domain family member 1 (TBC1D1)	Environmental information processing;Signal transduction;AMPK signaling pathway
K18342	OTU domain-containing protein 6 [EC:3.4.19.12] (OTUD6)	None
K18343	ubiquitin thioesterase otulin [EC:3.4.19.12] (FAM105B)	None
K18344	two-component system, OmpR family, response regulator VanR (vanRB, vanR, vanRD)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18345	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3] (vanSB, vanS, vanSD)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18346	vancomycin resistance protein VanW (vanW)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18347	D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-] (vanH)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18348	serine/alanine racemase [EC:5.1.1.18 5.1.1.1] (vanT)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18349	two-component system, OmpR family, response regulator VanR (vanRC, vanRE, vanRG)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18350	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3] (vanSC, vanSE, vanSG)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18351	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3] (vanSAc)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18352	two-component system, OmpR family, response regulator VanR (vanRAc)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18353	vancomycin resistance protein VanJ (vanJ)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18354	vancomycin resistance protein VanK (vanK)	Human diseases;Drug resistance;Vancomycin resistance|Environmental information processing;Signal transduction;Two-component system
K18355	phenylglyoxylate dehydrogenase alpha subunit [EC:1.2.1.58] (padG)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18356	phenylglyoxylate dehydrogenase beta subunit [EC:1.2.1.58] (padI)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18357	phenylglyoxylate dehydrogenase gamma subunit [EC:1.2.1.58] (padE)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18358	phenylglyoxylate dehydrogenase delta subunit [EC:1.2.1.58] (padF)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18359	phenylglyoxylate dehydrogenase epsilon subunit [EC:1.2.1.58] (padH)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18360	phenylacetyl-CoA:acceptor oxidoreductase accessory protein (padA)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18361	phenylacetyl-CoA:acceptor oxidoreductase [EC:1.17.5.1 3.1.2.25] (padB)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18362	phenylacetyl-CoA:acceptor oxidoreductase 27-kDa subunit (padC)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18363	phenylacetyl-CoA:acceptor oxidoreductase 26-kDa subunit (padD)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18364	2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132] (bphH, xylJ, tesE)	Metabolism;Xenobiotics biodegradation and metabolism;Benzoate degradation|Metabolism;Xenobiotics biodegradation and metabolism;Xylene degradation|Metabolism;Xenobiotics biodegradation and metabolism;Dioxin degradation
K18365	4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43] (bphI, xylK, nahM, tesG)	Metabolism;Xenobiotics biodegradation and metabolism;Benzoate degradation|Metabolism;Xenobiotics biodegradation and metabolism;Xylene degradation|Metabolism;Xenobiotics biodegradation and metabolism;Dioxin degradation
K18366	acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87] (bphJ, xylQ, nahO, tesF)	Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Butanoate metabolism|Metabolism;Xenobiotics biodegradation and metabolism;Benzoate degradation|Metabolism;Xenobiotics biodegradation and metabolism;Xylene degradation|Metabolism;Xenobiotics biodegradation and metabolism;Dioxin degradation
K18368	caffeoylshikimate esterase [EC:3.1.1.-] (CSE)	Metabolism;Biosynthesis of other secondary metabolites;Phenylpropanoid biosynthesis
K18369	alcohol dehydrogenase [EC:1.1.1.-] (adh2)	Metabolism;Carbohydrate metabolism;Propaonate metabolism
K18370	alcohol dehydrogenase [EC:1.1.1.-] (adh3)	Metabolism;Carbohydrate metabolism;Propaonate metabolism
K18371	acetone monooxygenase [EC:1.14.13.-] (acmA)	Metabolism;Carbohydrate metabolism;Propaonate metabolism
K18372	methyl acetate hydrolase [EC:3.1.1.-] (acmB)	Metabolism;Carbohydrate metabolism;Propaonate metabolism
K18373	type III secretion protein HrpB1 (hrpB1)	None
K18374	type III secretion inner rod protein HrpB2 (hrpB2)	None
K18375	type III secretion hrp pilus HrpE (hrpE)	None
K18376	type III secretion translocon protein HrpF (hrpF)	None
K18377	lysozyme-related protein Hpa2 (hpa2)	None
K18378	type III secretion harpin protein Hpa1 (hpa1)	None
K18379	type III secretion regulatory protein HpaA (hpaA)	None
K18380	type III secretion control protein HpaB (hpaB)	None
K18381	type III secretion control protein HpaP (hpaC)	None
K18382	NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-] (adh1)	Metabolism;Carbohydrate metabolism;Propaonate metabolism
K18383	trans-feruloyl-CoA hydratase / vanillin synthase [EC:4.2.1.101 4.1.2.41] (K18383)	Metabolism;Amino acid metabolism;Phenylalanine metabolism
K18384	trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77] (L3HYPDH)	Metabolism;Amino acid metabolism;Arginine and proline metabolism
K18385	geranylgeranyldiphosphate transferase (PAXC, ATMC, LTMC)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18386	FAD dependent monooxygenase [EC:1.14.13.-] (PAXM, ATMM, LTMM)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18387	paspaline synthase (PAXB, ATMB, LTMB)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18388	cytochrome P450 monooxygenase [EC:1.14.13.-] (PAXP, ATMP)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18389	cytochrome P450 monooxygenase [EC:1.14.13.-] (PAXQ, ATMQ)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18390	dimethylallyldiphosphate transferase (PAXD)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18391	dimethylallyldiphosphate transferase [EC:2.5.1.-] (ATMD)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18392	cytochrome P450 monooxygenase [EC:1.14.13.-] (LTMP, TERP)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18393	cytochrome P450 monooxygenase [EC:1.14.13.-] (LTMQ, TERQ)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18394	dimethylallyldiphosphate transferase (LTME)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18395	cytochrome P450 monooxygenase [EC:1.14.13.-] (LTMJ)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18396	dimethylallyldiphosphate transferase [EC:2.5.1.-] (LTMF)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18397	cytochrome P450 monooxygenase [EC:1.14.21.-] (LTMK)	Metabolism;Biosynthesis of other secondary metabolites;Indole diterpene alkaloid biosynthesis
K18398	ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [EC:3.1.-.-] (ENPP5)	None
K18399	valacyclovir hydrolase [EC:3.1.-.-] (BPHL)	None
K18400	KAT8 regulatory NSL complex subunit 1 (KANSL1)	None
K18401	KAT8 regulatory NSL complex subunit 2 (KANSL2)	None
K18402	PHD finger protein 20 (PHF20)	None
K18403	male-specific lethal 3 (MSL3)	None
K18404	tudor domain-containing protein 3 (TDRD3)	None
K18405	tudor domain-containing protein 1/4/6/7 (TDRD1_4_6_7)	None
K18406	tudor domain-containing protein 2 (TDRKH, TDRD2)	None
K18407	tudor domain-containing protein 5 (TDRD5)	None
K18408	ATP-dependent RNA helicase TDRD9 [EC:3.6.4.13] (TDRD9)	None
K18409	ATP-dependent RNA helicase TDRD12 [EC:3.6.4.13] (TDRD12)	None
K18410	ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1 (ASZ1, GASZ)	None
K18411	protein maelstrom (MAEL)	None
K18412	trinucleotide repeat-containing gene 6 protein (TNRC6, GW182)	None
K18413	krimper (KRIMP)	None
K18414	squash (SQU)	None
K18415	vreteno (VRET)	None
K18416	3'-5' exoribonuclease 1 [EC:3.1.-.-] (THEX1, ERI1)	None
K18417	ERI1 exoribonuclease 2 [EC:3.1.-.-] (ERI2)	None
K18418	ERI1 exoribonuclease 3 [EC:3.1.-.-] (ERI3, PINT1)	None
K18419	microprocessor complex subunit DGCR8 (DCGR8)	None
K18420	RISC-loading complex subunit TARBP2 (TARBP2)	None
K18421	R2D2 (R2D2)	None
K18422	helicase MOV-10 [EC:3.6.4.13] (MOV10)	None
K18423	exportin-2 (importin alpha re-exporter) (CSE1, CAS, XPO2)	None
K18424	ectonucleotide pyrophosphatase/phosphodiesterase family member 4 [EC:3.6.1.29] (ENPP4)	Metabolism;Nucleotide metabolism;Purine metabolism
K18425	3-hydroxy-D-aspartate aldolase [EC:4.1.3.41] (dhaa)	None
K18426	ethylmalonyl-CoA/methylmalonyl-CoA decarboxylase [EC:4.1.1.94 4.1.1.41] (ECHDC1)	Metabolism;Carbohydrate metabolism;Propaonate metabolism
K18427	4-hydroxyphenylacetate decarboxylase large subunit [EC:4.1.1.83] (hpdB)	None
K18428	4-hydroxyphenylacetate decarboxylase small subunit [EC:4.1.1.83] (hpdC)	None
K18429	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing) [EC:3.2.1.184] (legG, neuC2)	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K18430	N,N'-diacetyllegionaminate synthase [EC:2.5.1.101] (legI, neuB2)	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K18431	CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82] (legF, ptmB)	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K18432	RNA helicase armi [EC:3.6.4.13] (ARMI)	None
K18433	type IV secretion system T-DNA border endonuclease VirD1 (virD1)	None
K18434	type IV secretion system T-DNA border endonuclease VirD2 (virD2)	None
K18435	transcription factor SOX9 (SOX group E) (SOX9)	Environmental information processing;Signal transduction;cAMP signaling pathway
K18436	high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7 [EC:3.1.4.53] (PDE7)	Metabolism;Nucleotide metabolism;Purine metabolism|Human diseases;Substance dependence;Morphine addiction
K18437	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 [EC:3.1.4.53] (PDE8)	Metabolism;Nucleotide metabolism;Purine metabolism|Human diseases;Substance dependence;Morphine addiction
K18438	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10 [EC:3.1.4.17 3.1.4.35] (PDE10)	Metabolism;Nucleotide metabolism;Purine metabolism|Human diseases;Substance dependence;Morphine addiction
K18439	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (ARAP1)	Cellular processes;Transport and catabolism;Endocytosis
K18440	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2 (ARAP2)	Cellular processes;Transport and catabolism;Endocytosis
K18441	cytohesin (CYTH)	Cellular processes;Transport and catabolism;Endocytosis|Environmental information processing;Signal transduction;Phospholipase D signaling pathway
K18442	brefeldin A-inhibited guanine nucleotide-exchange protein (ARFGEF, BIG)	Cellular processes;Transport and catabolism;Endocytosis
K18443	golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (GBF1)	Cellular processes;Transport and catabolism;Endocytosis
K18444	two-component system, glycerol uptake and utilization response regulator (rrp1)	Environmental information processing;Signal transduction;Two-component system
K18445	diadenosine hexaphosphate hydrolase (ATP-forming) [EC:3.6.1.61] (ndx1)	Metabolism;Nucleotide metabolism;Purine metabolism
K18446	triphosphatase [EC:3.6.1.25] (ygiF)	None
K18447	ADP-sugar diphosphatase [EC:3.6.1.21] (NUDX14)	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism|Metabolism;Carbohydrate metabolism;Starch and sucrose metabolism|Metabolism;Nucleotide metabolism;Purine metabolism
K18448	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 (BNIP2)	None
K18449	prune homolog 2 (PRUNE2, BMCC1)	None
K18450	caytaxin (ATCAY)	None
K18451	Bcl-2-like protein 10 (BCL2L10)	None
K18452	Bcl-2-interacting killer (BIK)	None
K18453	ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18] (NUDT23)	Metabolism;Nucleotide metabolism;Purine metabolism|Metabolism;Metabolism of cofactors and vitamins;Riboflavin metabolism
K18454	chitin disaccharide deacetylase [EC:3.5.1.105] (deaA)	None
K18455	mycothiol S-conjugate amidase [EC:3.5.1.115] (mca)	None
K18456	8-oxoguanine deaminase [EC:3.5.4.32] (E3.5.4.32)	None
K18457	L-proline amide hydrolase [EC:3.5.1.101] (laaA)	None
K18458	N-acyl-aromatic-L-amino acid amidohydrolase [EC:3.5.1.114] (ACY3)	None
K18459	guanidinopropionase [EC:3.5.3.17] (gpuA)	None
K18460	exportin-7 (XPO7, EXP7)	None
K18461	WAS protein family homolog 1 (WASH1)	Organismal Systems;Aging;Longevity regulating pathway - worm|Cellular processes;Transport and catabolism;Endocytosis
K18462	WASH complex subunit FAM21 (FAM21)	Cellular processes;Transport and catabolism;Endocytosis
K18463	WASH complex subunit CCDC53 (CCDC53)	Organismal Systems;Aging;Longevity regulating pathway - worm|Cellular processes;Transport and catabolism;Endocytosis
K18464	WASH complex subunit strumpellin (RTSC, SPG8)	Cellular processes;Transport and catabolism;Endocytosis
K18465	WASH complex subunit 7 (MRT43, SWIP)	Cellular processes;Transport and catabolism;Endocytosis
K18466	vacuolar protein sorting-associated protein 26 (VPS26)	Cellular processes;Transport and catabolism;Endocytosis
K18467	vacuolar protein sorting-associated protein 29 (VPS29)	Cellular processes;Transport and catabolism;Endocytosis
K18468	vacuolar protein sorting-associated protein 35 (VPS35)	Cellular processes;Transport and catabolism;Endocytosis
K18469	TBC1 domain family member 5 (TBC1D5)	None
K18470	Rho GTPase-activating protein 1 (ARHGAP1, CDC42GAP)	None
K18471	methylglyoxal reductase [EC:1.1.1.-] (ydjG)	Metabolism;Carbohydrate metabolism;Propaonate metabolism
K18472	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3] (accD6)	Metabolism;Carbohydrate metabolism;Pyruvate metabolism|Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism|Metabolism;Carbohydrate metabolism;Propaonate metabolism|Metabolism;Lipid metabolism;Fatty acid biosynthesis|Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation|Metabolism;Metabolism of terpenoids and polyketides;Tetracycline biosynthesis
K18473	acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180] (fabY)	Metabolism;Lipid metabolism;Fatty acid biosynthesis
K18474	trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14] (fabM)	Metabolism;Lipid metabolism;Fatty acid biosynthesis
K18475	lysine-N-methylase [EC:2.1.1.-] (fliB)	None
K18476	TetR/AcrR family transcriptional regulator, tetracycline repressor protein (tetR)	None
K18477	type IV protein arginine methyltransferase [EC:2.1.1.322] (RMT2)	None
K18478	sulfofructose kinase [EC:2.7.1.184] (yihV)	None
K18479	sulfoquinovose isomerase [EC:5.3.1.31] (yihS)	None
K18480	cholesterol transport system auxiliary component (linN)	None
K18481	Mce-associated membrane protein (mas)	None
K18482	4-amino-4-deoxychorismate lyase [EC:4.1.3.38] (ADCL)	Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis
K18483	myogenic factor 4 (myogenin) (MYF4, MYOG)	None
K18484	myogenic factor 5 (MYF5)	Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells
K18485	myogenic factor 6 (MYF6, MRF4)	None
K18486	heart-and neural crest derivatives-expressed protein 2 (HAND2)	None
K18487	zinc finger protein ZIC 3 (ZIC3)	Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells
K18488	homeobox protein DLX2 (DLX2)	None
K18489	homeobox protein DLX5 (DLX5)	Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells
K18490	homeobox protein OTX2 (OTX2)	None
K18491	homeobox protein ESX1 (ESX1)	Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells
K18492	insulin gene enhancer protein ISL-2 (ISL2)	None
K18493	LIM homeobox protein 5 (LHX5)	Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells
K18494	histone-lysine N-methyltransferase SETDB2 [EC:2.1.1.43] (SETDB2)	Metabolism;Amino acid metabolism;Lysine degradation
K18495	ferritin, mitochondrial (FTMT)	None
K18496	fibroblast growth factor 1 (FGF1)	Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Cancers_specific types;Melanoma|Cellular processes;Cell motility;Regulation of actin cytoskeleton|Environmental information processing;Signal transduction;Ras signaling pathway|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;MAPK signaling pathway|Environmental information processing;Signal transduction;Hippo signaling pathway|Environmental information processing;Signal transduction;PI3K-Akt signaling pathway
K18497	fibroblast growth factor 2 (FGF2)	Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Cancers_overview;Proteoglycans in cancer|Human diseases;Cancers_specific types;Melanoma|Cellular processes;Cell motility;Regulation of actin cytoskeleton|Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells|Environmental information processing;Signal transduction;Ras signaling pathway|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;MAPK signaling pathway|Environmental information processing;Signal transduction;PI3K-Akt signaling pathway
K18498	dual specificity phosphatase 9 [EC:3.1.3.16 3.1.3.48] (DUSP9, MKP4)	Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells|Environmental information processing;Signal transduction;MAPK signaling pathway
K18499	Ski-like protein (SKIL)	Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells
K18502	small regulatory RNA DsrA (dsrA)	None
K18503	small regulatory RNA ChiX (chiX, sroB)	None
K18504	small regulatory RNA ArcZ (arcZ)	None
K18505	small regulatory RNA GlmZ (glmZ)	None
K18506	small regulatory RNA SgrS (sgrS)	None
K18507	small regulatory RNA RyhB (ryhB)	None
K18508	small regulatory RNA RybB (rybB)	None
K18509	small regulatory RNA RydC (rydC)	None
K18510	small regulatory RNA FnrS (fnrS)	None
K18511	small regulatory RNA MicA (micA)	None
K18512	small regulatory RNA MicC (micC)	None
K18513	small regulatory RNA MicF (micF)	None
K18514	small regulatory RNA MgrR (mgrR)	Human diseases;Drug resistance;Cationic antimicrobial peptide (CAMP) resistance
K18515	small regulatory RNA CsrB (csrB)	None
K18516	small regulatory RNA CsrC (csrC)	None
K18517	small regulatory RNA DicF (dicF)	None
K18518	small regulatory RNA RprA (rprA)	None
K18519	small regulatory RNA RseX (rseX)	None
K18520	small regulatory RNA CyaR (cyaR, ryeE)	None
K18521	small regulatory RNA GcvB (gcvB)	None
K18522	small regulatory RNA OmrA (omrA, rygA)	None
K18523	small regulatory RNA OmrB (omrB, rygB)	None
K18524	sRNA antisense regulator of SymE protein (symR)	None
K18525	small regulatory RNA GadY (gadY)	None
K18526	sRNA antisense regulator of TisB protein (istR)	None
K18527	small regulatory RNA Spot 42 (spf)	None
K18528	small regulatory RNA OxyS (oxyS)	None
K18529	kinase suppressor of Ras 2 [EC:2.7.11.1] (KSR2)	Environmental information processing;Signal transduction;Ras signaling pathway
K18530	putative aminopeptidase FrvX [EC:3.4.11.-] (frvX)	None
K18531	putative frv operon regulatory protein (frvR)	None
K18532	adenylate kinase [EC:2.7.4.3] (AK6, FAP7)	Metabolism;Nucleotide metabolism;Purine metabolism|Genetic information processing;Translation;Ribosome biogenesis in eukaryotes
K18533	adenylate/nucleoside-diphosphate kinase [EC:2.7.4.3 2.7.4.6] (AK9)	Metabolism;Nucleotide metabolism;Purine metabolism|Metabolism;Nucleotide metabolism;Pyrimidine metabolism
K18534	MPBQ/MSBQ methyltransferase [EC:2.1.1.295] (K18534)	Metabolism;Metabolism of cofactors and vitamins;Ubiquinone and other terpenoid-quinone biosynthesis
K18535	putative oxidoreductase (thnA)	None
K18536	putative oxidoreductase (thnD)	None
K18537	putative methyltransferase (thnK)	None
K18538	thienamycin biosynthesis protein ThnN (thnN)	None
K18539	thienamycin biosynthesis protein ThnO (thnO)	None
K18540	(R)-amidase [EC:3.5.1.100] (ramA)	None
K18541	mandelamide amidase [EC:3.5.1.86] (mdlY)	Metabolism;Xenobiotics biodegradation and metabolism;Aminobenzoate degradation
K18542	choriolysin L [EC:3.4.24.66] (LCE)	None
K18543	choriolysin H [EC:3.4.24.67] (HCE)	None
